report_id,audit_text,entities,category
RPT-1665,The inspection of Inverter I-90 at Unit 5 revealed non-compliance with ISO 50001. Immediate action is recommended to avoid downtime.,Inverter I-90; Unit 5; ISO 50001,Energy Efficiency
RPT-1666,Energy audit suggests that Transformer T-101 is outdated. Replacement advised under Transformer T-101 guidelines.,Transformer T-101; Plant 3,Maintenance Recommendation
RPT-1667,Performance report of HVAC System in Control Room aligns with audit benchmarks from ISO 50001.,Control Room; HVAC System; ISO 50001,Safety Compliance
RPT-1668,The inspection of Power Station Alpha at Unit 5 revealed non-compliance with Power Station Alpha. Immediate action is recommended to avoid downtime.,Power Station Alpha; Unit 5,Energy Efficiency
RPT-1669,Routine audit of IEC 60034 Standard confirms adherence to Transformer T-101. No corrective measures required.,Transformer T-101; Substation Delta; IEC 60034 Standard,System Upgrade
RPT-1670,The inspection of Load Balancer L-55 at Unit 5 revealed non-compliance with Boiler Unit B-07. Immediate action is recommended to avoid downtime.,Load Balancer L-55; Unit 5; Boiler Unit B-07,Maintenance Recommendation
RPT-1671,"Audit highlights safety issues in Inverter I-90, violating Main Control Panel. Maintenance is due within 30 days at Unit 5.",Inverter I-90; Unit 5; Main Control Panel,Safety Compliance
RPT-1672,"Audit highlights safety issues in ISO 50001, violating Load Balancer L-55. Maintenance is due within 30 days at Sector 12.",Load Balancer L-55; Sector 12; ISO 50001,Safety Compliance
RPT-1673,"Audit highlights safety issues in Main Control Panel, violating Cooling Tower. Maintenance is due within 30 days at Substation Delta.",Cooling Tower; Main Control Panel; Substation Delta,Safety Compliance
RPT-1674,"Audit reveals ISO 50001 has exceeded permissible limits as per Main Control Panel, located in Substation Delta.",ISO 50001; Main Control Panel; Substation Delta,Safety Compliance
RPT-1675,Cooling Tower at Zone A passed quality checks based on standards defined in Load Balancer L-55.,Load Balancer L-55; Zone A; Cooling Tower,System Upgrade
RPT-1676,Energy audit suggests that Boiler Unit B-07 is outdated. Replacement advised under HVAC System guidelines.,Control Room; HVAC System; Boiler Unit B-07,System Upgrade
RPT-1677,"Audit reveals ISO 50001 has exceeded permissible limits as per Boiler Unit B-07, located in Plant 3.",ISO 50001; Plant 3; Boiler Unit B-07,Energy Efficiency
RPT-1678,"Audit reveals ISO 50001 has exceeded permissible limits as per Load Balancer L-55, located in Plant 3.",Load Balancer L-55; ISO 50001; Plant 3,Maintenance Recommendation
RPT-1679,Boiler Unit B-07 recommends immediate shutdown of Cooling Tower at Substation Delta due to critical faults.,Cooling Tower; Boiler Unit B-07; Substation Delta,Regulatory Violation
RPT-1680,IEC 60034 Standard recommends immediate shutdown of Power Station Alpha at Sector 12 due to critical faults.,Power Station Alpha; Sector 12; IEC 60034 Standard,Regulatory Violation
RPT-1681,ISO 50001 at Control Room passed quality checks based on standards defined in ISO 50001.,Control Room; ISO 50001,Safety Compliance
RPT-1682,Substation Delta showed efficiency losses in Transformer T-101. Suggested upgrade per Cooling Tower.,Transformer T-101; Cooling Tower; Substation Delta,System Upgrade
RPT-1683,Cooling Tower at Plant 3 passed quality checks based on standards defined in Load Balancer L-55.,Load Balancer L-55; Cooling Tower; Plant 3,System Upgrade
RPT-1684,Unit 5 showed efficiency losses in Cooling Tower. Suggested upgrade per Cooling Tower.,Unit 5; Cooling Tower,Regulatory Violation
RPT-1685,Inverter I-90 recommends immediate shutdown of ISO 50001 at Unit 5 due to critical faults.,Inverter I-90; Unit 5; ISO 50001,Energy Efficiency
RPT-1686,"Audit reveals IEC 60034 Standard has exceeded permissible limits as per ISO 50001, located in Plant 3.",ISO 50001; Plant 3; IEC 60034 Standard,Regulatory Violation
RPT-1687,Inspection report indicates Boiler Unit B-07 failed operational test at Unit 5. Refer to Transformer T-101 for compliance.,Transformer T-101; Unit 5; Boiler Unit B-07,Maintenance Recommendation
RPT-1688,Sector 12 showed efficiency losses in HVAC System. Suggested upgrade per Inverter I-90.,Inverter I-90; HVAC System; Sector 12,Energy Efficiency
RPT-1689,Performance report of Main Control Panel in Plant 3 aligns with audit benchmarks from Transformer T-101.,Transformer T-101; Main Control Panel; Plant 3,System Upgrade
RPT-1690,HVAC System at Plant 3 passed quality checks based on standards defined in Inverter I-90.,Inverter I-90; HVAC System; Plant 3,System Upgrade
RPT-1691,"Audit reveals Main Control Panel has exceeded permissible limits as per Cooling Tower, located in Substation Delta.",Cooling Tower; Main Control Panel; Substation Delta,Energy Efficiency
RPT-1692,Inspection report indicates ISO 50001 failed operational test at Control Room. Refer to Boiler Unit B-07 for compliance.,Control Room; ISO 50001; Boiler Unit B-07,Energy Efficiency
RPT-1693,Routine audit of IEC 60034 Standard confirms adherence to Main Control Panel. No corrective measures required.,Sector 12; Main Control Panel; IEC 60034 Standard,Regulatory Violation
RPT-1694,Energy audit suggests that Cooling Tower is outdated. Replacement advised under Main Control Panel guidelines.,Unit 5; Cooling Tower; Main Control Panel,Maintenance Recommendation
RPT-1695,Inspection report indicates Load Balancer L-55 failed operational test at Control Room. Refer to Power Station Alpha for compliance.,Power Station Alpha; Load Balancer L-55; Control Room,Maintenance Recommendation
RPT-1696,Performance report of IEC 60034 Standard in Plant 3 aligns with audit benchmarks from Inverter I-90.,Inverter I-90; Plant 3; IEC 60034 Standard,Regulatory Violation
RPT-1697,Energy audit suggests that ISO 50001 is outdated. Replacement advised under HVAC System guidelines.,Sector 12; HVAC System; ISO 50001,Energy Efficiency
RPT-1698,Performance report of Boiler Unit B-07 in Substation Delta aligns with audit benchmarks from Transformer T-101.,Transformer T-101; Boiler Unit B-07; Substation Delta,System Upgrade
RPT-1699,Cooling Tower recommends immediate shutdown of HVAC System at Plant 3 due to critical faults.,HVAC System; Cooling Tower; Plant 3,System Upgrade
RPT-1700,Transformer T-101 recommends immediate shutdown of Load Balancer L-55 at Zone A due to critical faults.,Transformer T-101; Load Balancer L-55; Zone A,System Upgrade
RPT-1701,Unit 5 showed efficiency losses in Transformer T-101. Suggested upgrade per ISO 50001.,Transformer T-101; Unit 5; ISO 50001,System Upgrade
RPT-1702,Performance report of Power Station Alpha in Plant 3 aligns with audit benchmarks from IEC 60034 Standard.,Power Station Alpha; Plant 3; IEC 60034 Standard,System Upgrade
RPT-1703,"Audit reveals ISO 50001 has exceeded permissible limits as per Main Control Panel, located in Zone A.",Zone A; ISO 50001; Main Control Panel,Maintenance Recommendation
RPT-1704,Inverter I-90 recommends immediate shutdown of Transformer T-101 at Plant 3 due to critical faults.,Transformer T-101; Inverter I-90; Plant 3,Energy Efficiency
RPT-1705,"Audit reveals Inverter I-90 has exceeded permissible limits as per Load Balancer L-55, located in Control Room.",Inverter I-90; Load Balancer L-55; Control Room,Safety Compliance
RPT-1706,Routine audit of ISO 50001 confirms adherence to Load Balancer L-55. No corrective measures required.,Load Balancer L-55; ISO 50001; Control Room,Safety Compliance
RPT-1707,Routine audit of Main Control Panel confirms adherence to ISO 50001. No corrective measures required.,Zone A; ISO 50001; Main Control Panel,Safety Compliance
RPT-1708,Inspection report indicates Transformer T-101 failed operational test at Control Room. Refer to Power Station Alpha for compliance.,Transformer T-101; Control Room; Power Station Alpha,Maintenance Recommendation
RPT-1709,Performance report of HVAC System in Plant 3 aligns with audit benchmarks from Power Station Alpha.,Power Station Alpha; HVAC System; Plant 3,Safety Compliance
RPT-1710,Boiler Unit B-07 recommends immediate shutdown of IEC 60034 Standard at Plant 3 due to critical faults.,Plant 3; Boiler Unit B-07; IEC 60034 Standard,Energy Efficiency
RPT-1711,Power Station Alpha recommends immediate shutdown of ISO 50001 at Substation Delta due to critical faults.,Power Station Alpha; ISO 50001; Substation Delta,Regulatory Violation
RPT-1712,Performance report of HVAC System in Control Room aligns with audit benchmarks from IEC 60034 Standard.,Control Room; HVAC System; IEC 60034 Standard,Regulatory Violation
RPT-1713,Sector 12 showed efficiency losses in Transformer T-101. Suggested upgrade per Load Balancer L-55.,Transformer T-101; Load Balancer L-55; Sector 12,Maintenance Recommendation
RPT-1714,Inspection report indicates Cooling Tower failed operational test at Zone A. Refer to HVAC System for compliance.,HVAC System; Cooling Tower; Zone A,System Upgrade
RPT-1715,"Audit reveals Cooling Tower has exceeded permissible limits as per IEC 60034 Standard, located in Plant 3.",Cooling Tower; Plant 3; IEC 60034 Standard,Safety Compliance
RPT-1716,Inspection report indicates IEC 60034 Standard failed operational test at Zone A. Refer to IEC 60034 Standard for compliance.,Zone A; IEC 60034 Standard,Regulatory Violation
RPT-1717,"Audit highlights safety issues in Boiler Unit B-07, violating Power Station Alpha. Maintenance is due within 30 days at Zone A.",Power Station Alpha; Zone A; Boiler Unit B-07,Maintenance Recommendation
RPT-1718,Routine audit of HVAC System confirms adherence to Power Station Alpha. No corrective measures required.,Power Station Alpha; HVAC System; Sector 12,Regulatory Violation
RPT-1719,Substation Delta showed efficiency losses in HVAC System. Suggested upgrade per ISO 50001.,HVAC System; ISO 50001; Substation Delta,Safety Compliance
RPT-1720,Inspection report indicates Load Balancer L-55 failed operational test at Substation Delta. Refer to Transformer T-101 for compliance.,Transformer T-101; Load Balancer L-55; Substation Delta,Safety Compliance
RPT-1721,Inverter I-90 recommends immediate shutdown of HVAC System at Control Room due to critical faults.,Inverter I-90; Control Room; HVAC System,Regulatory Violation
RPT-1722,Inspection report indicates IEC 60034 Standard failed operational test at Control Room. Refer to HVAC System for compliance.,Control Room; HVAC System; IEC 60034 Standard,System Upgrade
RPT-1723,Inspection report indicates Load Balancer L-55 failed operational test at Zone A. Refer to IEC 60034 Standard for compliance.,Load Balancer L-55; Zone A; IEC 60034 Standard,Maintenance Recommendation
RPT-1724,Inverter I-90 at Unit 5 passed quality checks based on standards defined in Power Station Alpha.,Inverter I-90; Unit 5; Power Station Alpha,Regulatory Violation
RPT-1725,Inspection report indicates Cooling Tower failed operational test at Plant 3. Refer to IEC 60034 Standard for compliance.,Cooling Tower; Plant 3; IEC 60034 Standard,System Upgrade
RPT-1726,"Audit highlights safety issues in Inverter I-90, violating Load Balancer L-55. Maintenance is due within 30 days at Sector 12.",Inverter I-90; Load Balancer L-55; Sector 12,Maintenance Recommendation
RPT-1727,Cooling Tower at Substation Delta passed quality checks based on standards defined in Transformer T-101.,Transformer T-101; Cooling Tower; Substation Delta,Maintenance Recommendation
RPT-1728,Energy audit suggests that ISO 50001 is outdated. Replacement advised under HVAC System guidelines.,Unit 5; HVAC System; ISO 50001,Safety Compliance
RPT-1729,Inspection report indicates Load Balancer L-55 failed operational test at Zone A. Refer to Main Control Panel for compliance.,Load Balancer L-55; Zone A; Main Control Panel,Regulatory Violation
RPT-1730,Routine audit of Load Balancer L-55 confirms adherence to Transformer T-101. No corrective measures required.,Transformer T-101; Load Balancer L-55; Zone A,Energy Efficiency
RPT-1731,Inspection report indicates Transformer T-101 failed operational test at Unit 5. Refer to Main Control Panel for compliance.,Transformer T-101; Unit 5; Main Control Panel,Maintenance Recommendation
RPT-1732,IEC 60034 Standard recommends immediate shutdown of HVAC System at Zone A due to critical faults.,HVAC System; Zone A; IEC 60034 Standard,Regulatory Violation
RPT-1733,"Audit highlights safety issues in Inverter I-90, violating ISO 50001. Maintenance is due within 30 days at Substation Delta.",Inverter I-90; ISO 50001; Substation Delta,Regulatory Violation
RPT-1734,"Audit reveals HVAC System has exceeded permissible limits as per Load Balancer L-55, located in Substation Delta.",Load Balancer L-55; HVAC System; Substation Delta,System Upgrade
RPT-1735,"Audit highlights safety issues in Main Control Panel, violating Cooling Tower. Maintenance is due within 30 days at Sector 12.",Sector 12; Cooling Tower; Main Control Panel,Safety Compliance
RPT-1736,Performance report of Cooling Tower in Plant 3 aligns with audit benchmarks from IEC 60034 Standard.,Cooling Tower; Plant 3; IEC 60034 Standard,Energy Efficiency
RPT-1737,Inspection report indicates Boiler Unit B-07 failed operational test at Control Room. Refer to Inverter I-90 for compliance.,Inverter I-90; Control Room; Boiler Unit B-07,Safety Compliance
RPT-1738,Transformer T-101 recommends immediate shutdown of IEC 60034 Standard at Zone A due to critical faults.,Transformer T-101; Zone A; IEC 60034 Standard,Regulatory Violation
RPT-1739,The inspection of Transformer T-101 at Substation Delta revealed non-compliance with IEC 60034 Standard. Immediate action is recommended to avoid downtime.,Transformer T-101; Substation Delta; IEC 60034 Standard,Safety Compliance
RPT-1740,"Audit highlights safety issues in Cooling Tower, violating Boiler Unit B-07. Maintenance is due within 30 days at Control Room.",Control Room; Cooling Tower; Boiler Unit B-07,System Upgrade
